,DateTime,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Day Name
3955,8/22/2004 13:00,715,2.1,589,1286,1127,390,35.1,15.7,0.8757,2004,8,22,Sunday
3956,8/22/2004 14:00,717,1.8,570,1326,1110,368,33.3,17.1,0.8592,2004,8,22,Sunday
3957,8/22/2004 15:00,711,2.8,640,1224,1084,391,36.6,11.8,0.7107,2004,8,22,Sunday
3958,8/22/2004 16:00,731,3.6,686,1212,1104,413,38.3,10,0.6591,2004,8,22,Sunday
3959,8/22/2004 17:00,752,4,713,1163,1144,435,37.3,10.9,0.6846,2004,8,22,Sunday
3960,8/22/2004 18:00,879,5.3,779,999,1347,535,34.6,20,1.0817,2004,8,22,Sunday
3961,8/22/2004 19:00,922,7.4,874,851,1447,663,30.4,28.2,1.204,2004,8,22,Sunday
3962,8/22/2004 20:00,958,8,900,782,1493,830,28.1,34.3,1.2821,2004,8,22,Sunday
3963,8/22/2004 21:00,949,7.4,876,773,1500,911,26.5,36.6,1.2484,2004,8,22,Sunday
3964,8/22/2004 22:00,922,6.1,818,826,1454,848,25.7,38.5,1.2548,2004,8,22,Sunday
3965,8/22/2004 23:00,902,5.5,790,856,1428,799,24.7,41.6,1.2751,2004,8,22,Sunday
3966,8/23/2004 0:00,932,6.2,820,817,1462,921,23.6,45.4,1.3067,2004,8,23,Monday
3967,8/23/2004 1:00,870,4.4,733,903,1392,762,23.4,46.3,1.3134,2004,8,23,Monday
3968,8/23/2004 2:00,812,3.4,675,995,1348,661,21.6,51.6,1.3171,2004,8,23,Monday
3969,8/23/2004 3:00,773,2.4,613,1065,1321,597,21.2,53.3,1.328,2004,8,23,Monday
3970,8/23/2004 4:00,769,2,582,1105,1306,616,20.6,55.1,1.3237,2004,8,23,Monday
3971,8/23/2004 5:00,763,2,583,1093,1288,596,22.1,49.6,1.3022,2004,8,23,Monday
3972,8/23/2004 6:00,809,3.8,701,997,1384,649,21.1,51.6,1.2784,2004,8,23,Monday
3973,8/23/2004 7:00,893,7.6,881,810,1486,792,21.8,48.6,1.2556,2004,8,23,Monday
3974,8/23/2004 8:00,1028,14.9,1146,638,1766,1080,21.7,49.1,1.2602,2004,8,23,Monday
3975,8/23/2004 9:00,1011,12,1051,702,1659,1087,25.3,41.7,1.3243,2004,8,23,Monday
3976,8/23/2004 10:00,994,9.2,947,764,1572,983,30.3,30.9,1.3096,2004,8,23,Monday
3977,8/23/2004 11:00,937,8.2,908,822,1466,826,32.9,24.9,1.2269,2004,8,23,Monday
3978,8/23/2004 12:00,902,5.9,808,912,1408,632,34.4,23.5,1.2541,2004,8,23,Monday
3979,8/23/2004 13:00,860,4.7,748,955,1344,532,34.3,22.5,1.1974,2004,8,23,Monday
3980,8/23/2004 14:00,843,4.1,716,1005,1305,496,33.4,21.6,1.0927,2004,8,23,Monday
3981,8/23/2004 15:00,872,4.9,760,979,1314,513,36.1,18.4,1.0827,2004,8,23,Monday
3982,8/23/2004 16:00,857,5.2,775,979,1258,512,37.3,15.4,0.9692,2004,8,23,Monday
3983,8/23/2004 17:00,922,7.5,878,880,1363,615,36.8,16.2,0.9922,2004,8,23,Monday
3984,8/23/2004 18:00,951,7.4,875,856,1406,600,34.9,20.9,1.1463,2004,8,23,Monday
3985,8/23/2004 19:00,962,7.8,891,813,1442,634,30.8,26.5,1.1603,2004,8,23,Monday
3986,8/23/2004 20:00,957,8.6,926,758,1480,830,28.9,28.3,1.1078,2004,8,23,Monday
3987,8/23/2004 21:00,928,6.5,837,808,1410,871,27,30.7,1.079,2004,8,23,Monday
3988,8/23/2004 22:00,895,6.8,846,819,1371,787,26.6,30.6,1.0459,2004,8,23,Monday
3989,8/23/2004 23:00,902,5.7,797,845,1355,841,26,33.1,1.0955,2004,8,23,Monday
3990,8/24/2004 0:00,904,5.8,801,852,1400,862,24.1,37.9,1.1204,2004,8,24,Tuesday
3991,8/24/2004 1:00,919,5.7,799,844,1409,881,22.2,43.1,1.1396,2004,8,24,Tuesday
3992,8/24/2004 2:00,812,3.2,663,982,1265,709,22.8,41.3,1.1284,2004,8,24,Tuesday
3993,8/24/2004 3:00,776,2.1,590,1099,1245,602,21.2,43.8,1.088,2004,8,24,Tuesday
3994,8/24/2004 4:00,762,1.7,563,1181,1208,492,21.7,42.6,1.0907,2004,8,24,Tuesday
3995,8/24/2004 5:00,786,2.8,642,1057,1270,592,20.2,47.1,1.1021,2004,8,24,Tuesday
3996,8/24/2004 6:00,868,5.7,798,866,1392,824,20.1,47.8,1.1093,2004,8,24,Tuesday
3997,8/24/2004 7:00,965,10,977,725,1515,1014,20.6,45.5,1.0925,2004,8,24,Tuesday
3998,8/24/2004 8:00,1049,14.5,1133,630,1662,1208,22.4,41.1,1.0979,2004,8,24,Tuesday
3999,8/24/2004 9:00,1008,9.9,973,714,1509,1178,25,36.6,1.143,2004,8,24,Tuesday
4000,8/24/2004 10:00,1008,11.2,1021,714,1549,1176,29.9,26.2,1.0891,2004,8,24,Tuesday
4001,8/24/2004 11:00,973,8.3,911,800,1441,891,32.9,21.8,1.0714,2004,8,24,Tuesday
4002,8/24/2004 12:00,964,9.5,959,787,1438,731,35,17.9,0.99,2004,8,24,Tuesday
4003,8/24/2004 13:00,923,7.1,862,875,1363,626,34.6,18.2,0.9832,2004,8,24,Tuesday
4004,8/24/2004 14:00,934,6,811,896,1343,553,33.8,22.8,1.1781,2004,8,24,Tuesday
4005,8/24/2004 15:00,1036,9.1,943,770,1509,770,36.3,19.5,1.1539,2004,8,24,Tuesday
4006,8/24/2004 16:00,1076,10.4,994,723,1549,938,38.3,17.9,1.181,2004,8,24,Tuesday
4007,8/24/2004 17:00,1055,8.7,927,757,1520,716,36.9,20.9,1.2864,2004,8,24,Tuesday
4008,8/24/2004 18:00,1081,9,938,728,1568,714,33.9,30,1.56,2004,8,24,Tuesday
4009,8/24/2004 19:00,1072,6.8,850,737,1604,702,29.8,43.4,1.7988,2004,8,24,Tuesday
4010,8/24/2004 20:00,1038,5.2,773,749,1568,687,27.5,50.4,1.8274,2004,8,24,Tuesday
4011,8/24/2004 21:00,1059,5.7,800,740,1604,739,27.5,50.4,1.8284,2004,8,24,Tuesday
4012,8/24/2004 22:00,1070,6.9,852,704,1639,867,28.1,48,1.7933,2004,8,24,Tuesday
4013,8/24/2004 23:00,1093,7.8,893,677,1678,927,26.9,49.6,1.7299,2004,8,24,Tuesday
4014,8/25/2004 0:00,1016,6.8,849,729,1609,872,26,48,1.5899,2004,8,25,Wednesday
4015,8/25/2004 1:00,988,6.3,825,756,1559,848,24.9,50.6,1.5747,2004,8,25,Wednesday
4016,8/25/2004 2:00,930,4.7,749,823,1464,777,23.7,53.2,1.5418,2004,8,25,Wednesday
4017,8/25/2004 3:00,815,2,584,1102,1363,513,24.5,50.9,1.5416,2004,8,25,Wednesday
4018,8/25/2004 4:00,884,3.6,686,908,1439,651,22.9,56.1,1.5492,2004,8,25,Wednesday
4019,8/25/2004 5:00,913,4.4,730,883,1493,774,23.3,55.5,1.5636,2004,8,25,Wednesday
4020,8/25/2004 6:00,994,6.4,829,784,1581,982,23.6,54.2,1.5583,2004,8,25,Wednesday
4021,8/25/2004 7:00,1173,11.9,1047,631,1815,1175,24.9,52.9,1.643,2004,8,25,Wednesday
4022,8/25/2004 8:00,1314,21,1325,499,2143,1390,26.4,50.8,1.7166,2004,8,25,Wednesday
4023,8/25/2004 9:00,1252,15.6,1168,557,1938,1352,28.1,47.4,1.7753,2004,8,25,Wednesday
4024,8/25/2004 10:00,1151,12.1,1053,623,1835,1152,30.2,43.2,1.823,2004,8,25,Wednesday
4025,8/25/2004 11:00,1122,9.3,951,687,1729,1022,31.2,41.9,1.871,2004,8,25,Wednesday
4026,8/25/2004 12:00,1111,8.7,927,707,1715,922,33.9,36,1.8692,2004,8,25,Wednesday
4027,8/25/2004 13:00,1058,7.9,894,736,1648,825,33.9,34.1,1.7754,2004,8,25,Wednesday
4028,8/25/2004 14:00,972,6.2,820,811,1535,630,34.4,30.6,1.6402,2004,8,25,Wednesday
4029,8/25/2004 15:00,985,6.3,826,808,1544,621,35.3,28.5,1.6034,2004,8,25,Wednesday
4030,8/25/2004 16:00,1004,6,814,808,1520,602,36.3,28.3,1.6851,2004,8,25,Wednesday
4031,8/25/2004 17:00,1030,7.9,897,733,1592,668,35.3,29.4,1.6577,2004,8,25,Wednesday
4032,8/25/2004 18:00,965,5.8,802,821,1504,564,32.5,34.1,1.6453,2004,8,25,Wednesday
4033,8/25/2004 19:00,987,6.3,824,793,1541,581,29.1,42.1,1.6695,2004,8,25,Wednesday
4034,8/25/2004 20:00,923,6,811,804,1434,604,27.8,35.6,1.3116,2004,8,25,Wednesday
4035,8/25/2004 21:00,872,6.3,824,853,1346,590,27,30,1.0542,2004,8,25,Wednesday
4036,8/25/2004 22:00,939,6.8,849,804,1479,650,26.3,37.3,1.2555,2004,8,25,Wednesday
4037,8/25/2004 23:00,954,7,855,792,1474,745,25.2,40.8,1.2877,2004,8,25,Wednesday
4038,8/26/2004 0:00,969,7,857,753,1485,821,24.3,43.3,1.2973,2004,8,26,Thursday
4039,8/26/2004 1:00,882,5,763,879,1388,656,23.3,45.3,1.2794,2004,8,26,Thursday
4040,8/26/2004 2:00,805,2.8,637,1048,1276,520,24.1,44,1.3034,2004,8,26,Thursday
4041,8/26/2004 3:00,790,2.1,590,1122,1257,493,23.8,44.8,1.3061,2004,8,26,Thursday
4042,8/26/2004 4:00,779,1.7,560,1189,1231,487,23,47.7,1.3232,2004,8,26,Thursday
4043,8/26/2004 5:00,842,2.8,640,1070,1293,595,23.7,46.7,1.3501,2004,8,26,Thursday
4044,8/26/2004 6:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4045,8/26/2004 7:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4046,8/26/2004 8:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4047,8/26/2004 9:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4048,8/26/2004 10:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4049,8/26/2004 11:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4050,8/26/2004 12:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4051,8/26/2004 13:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4052,8/26/2004 14:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4053,8/26/2004 15:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4054,8/26/2004 16:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4055,8/26/2004 17:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4056,8/26/2004 18:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4057,8/26/2004 19:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4058,8/26/2004 20:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4059,8/26/2004 21:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4060,8/26/2004 22:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4061,8/26/2004 23:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,26,Thursday
4062,8/27/2004 0:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4063,8/27/2004 1:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4064,8/27/2004 2:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4065,8/27/2004 3:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4066,8/27/2004 4:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4067,8/27/2004 5:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4068,8/27/2004 6:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4069,8/27/2004 7:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4070,8/27/2004 8:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4071,8/27/2004 9:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4072,8/27/2004 10:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4073,8/27/2004 11:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4074,8/27/2004 12:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4075,8/27/2004 13:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4076,8/27/2004 14:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4077,8/27/2004 15:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4078,8/27/2004 16:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4079,8/27/2004 17:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4080,8/27/2004 18:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4081,8/27/2004 19:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4082,8/27/2004 20:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4083,8/27/2004 21:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4084,8/27/2004 22:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4085,8/27/2004 23:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,27,Friday
4086,8/28/2004 0:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,28,Saturday
4087,8/28/2004 1:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,28,Saturday
4088,8/28/2004 2:00,1060,8.8,932,823,1539,949,20.4,48.55,1.09875,2004,8,28,Saturday
4089,8/28/2004 3:00,835,3.8,699,912,1361,796,19.8,59.3,1.3505,2004,8,28,Saturday
4090,8/28/2004 4:00,792,2.5,621,1015,1322,714,20,59.3,1.3681,2004,8,28,Saturday
4091,8/28/2004 5:00,749,1.7,559,1145,1255,584,22.5,48.6,1.3077,2004,8,28,Saturday
4092,8/28/2004 6:00,803,3.4,676,975,1303,676,19.5,57,1.2739,2004,8,28,Saturday
4093,8/28/2004 7:00,818,4.3,726,921,1330,685,19.6,56.1,1.2651,2004,8,28,Saturday
4094,8/28/2004 8:00,932,7.1,861,767,1483,894,20.7,53.3,1.287,2004,8,28,Saturday
4095,8/28/2004 9:00,977,8.3,913,744,1512,977,24.7,41.8,1.2839,2004,8,28,Saturday
4096,8/28/2004 10:00,1011,9.1,945,733,1570,1034,29.9,30.5,1.2616,2004,8,28,Saturday
4097,8/28/2004 11:00,975,7.7,887,829,1478,737,32.3,27.2,1.2933,2004,8,28,Saturday
4098,8/28/2004 12:00,958,7.2,867,828,1468,660,34.3,24.5,1.3021,2004,8,28,Saturday
4099,8/28/2004 13:00,903,5.8,805,886,1361,581,33.4,22.5,1.1398,2004,8,28,Saturday
4100,8/28/2004 14:00,854,3.5,684,1020,1294,456,32.7,22.8,1.1069,2004,8,28,Saturday
4101,8/28/2004 15:00,890,4.7,749,953,1332,483,34.5,20.5,1.1028,2004,8,28,Saturday
4102,8/28/2004 16:00,962,6.7,845,877,1379,575,35.9,20.3,1.18,2004,8,28,Saturday
4103,8/28/2004 17:00,1028,8.9,934,786,1481,707,35.8,23,1.3323,2004,8,28,Saturday
4104,8/28/2004 18:00,1031,8,901,775,1502,628,33.5,29,1.4797,2004,8,28,Saturday
4105,8/28/2004 19:00,1087,9,938,690,1613,747,29.8,39.6,1.6324,2004,8,28,Saturday
4106,8/28/2004 20:00,1029,7.1,862,727,1539,733,27.9,43.1,1.6004,2004,8,28,Saturday
4107,8/28/2004 21:00,1070,8.8,932,685,1648,847,27.3,44.5,1.5885,2004,8,28,Saturday
4108,8/28/2004 22:00,1059,8.4,914,697,1617,895,26,47.6,1.5806,2004,8,28,Saturday
4109,8/28/2004 23:00,1125,9.3,952,646,1690,995,25.3,52.9,1.6765,2004,8,28,Saturday
4110,8/29/2004 0:00,1062,6.4,829,714,1592,846,24.5,56.3,1.7026,2004,8,29,Sunday
4111,8/29/2004 1:00,1049,6.9,853,699,1605,882,23.5,59.8,1.7141,2004,8,29,Sunday
4112,8/29/2004 2:00,999,7.3,871,711,1580,909,22.6,62.6,1.6945,2004,8,29,Sunday
4113,8/29/2004 3:00,947,5.9,808,768,1537,851,21.8,64.6,1.6721,2004,8,29,Sunday
4114,8/29/2004 4:00,904,4.8,753,809,1529,766,21,66.9,1.6454,2004,8,29,Sunday
4115,8/29/2004 5:00,894,3.5,681,843,1476,765,21.2,66.4,1.6468,2004,8,29,Sunday
4116,8/29/2004 6:00,875,3,654,897,1463,752,21,66.5,1.6344,2004,8,29,Sunday
4117,8/29/2004 7:00,870,2.8,637,947,1445,716,21.3,64.1,1.6043,2004,8,29,Sunday
4118,8/29/2004 8:00,952,4.8,756,809,1518,825,22.7,58.1,1.5856,2004,8,29,Sunday
4119,8/29/2004 9:00,949,3.9,705,859,1460,691,25.1,51.8,1.6304,2004,8,29,Sunday
4120,8/29/2004 10:00,1028,6.9,854,776,1561,761,29.5,39,1.5868,2004,8,29,Sunday
4121,8/29/2004 11:00,1003,6.8,849,800,1511,710,32.3,31.8,1.5128,2004,8,29,Sunday
4122,8/29/2004 12:00,934,5,763,872,1435,567,33.6,28.9,1.4792,2004,8,29,Sunday
4123,8/29/2004 13:00,872,4,710,956,1377,493,31.9,28.2,1.3116,2004,8,29,Sunday
4124,8/29/2004 14:00,852,3.5,684,982,1343,477,32.5,25.9,1.2437,2004,8,29,Sunday
4125,8/29/2004 15:00,881,4.1,715,955,1352,502,34.1,23.4,1.2307,2004,8,29,Sunday
4126,8/29/2004 16:00,942,5.4,783,898,1397,568,36.2,21.4,1.2664,2004,8,29,Sunday
4127,8/29/2004 17:00,1038,8.6,925,746,1534,714,35.6,22.6,1.2984,2004,8,29,Sunday
4128,8/29/2004 18:00,1042,8.8,932,752,1530,717,33.6,25.7,1.3101,2004,8,29,Sunday
4129,8/29/2004 19:00,1181,13.7,1107,590,1807,935,29.9,35.2,1.4603,2004,8,29,Sunday
4130,8/29/2004 20:00,1116,11.8,1044,613,1694,954,28.3,39.2,1.4826,2004,8,29,Sunday
4131,8/29/2004 21:00,1062,8.6,923,697,1602,839,27,43,1.5118,2004,8,29,Sunday
4132,8/29/2004 22:00,1085,9.2,948,680,1635,880,26.2,46.8,1.5669,2004,8,29,Sunday
4133,8/29/2004 23:00,1161,12.2,1057,613,1764,1026,25.1,51.5,1.621,2004,8,29,Sunday
4134,8/30/2004 0:00,1053,7.8,891,690,1589,898,24.1,55.3,1.6363,2004,8,30,Monday
4135,8/30/2004 1:00,956,4.5,740,831,1474,717,23.8,57.8,1.677,2004,8,30,Monday
4136,8/30/2004 2:00,859,2.9,646,951,1376,607,23.7,56.2,1.6255,2004,8,30,Monday
4137,8/30/2004 3:00,813,1.8,566,1123,1328,501,24.8,52.2,1.6086,2004,8,30,Monday
4138,8/30/2004 4:00,815,1.7,565,1127,1350,541,22.9,59.4,1.6353,2004,8,30,Monday
4139,8/30/2004 5:00,902,3.9,706,877,1463,708,22,62.3,1.6266,2004,8,30,Monday
4140,8/30/2004 6:00,1017,7.6,885,726,1609,884,21.5,64,1.6256,2004,8,30,Monday
4141,8/30/2004 7:00,1336,23.3,1385,477,2133,1357,22.6,60.3,1.6287,2004,8,30,Monday
4142,8/30/2004 8:00,1393,30.7,1567,416,2381,1562,23.8,56.5,1.64,2004,8,30,Monday
4143,8/30/2004 9:00,1271,20.4,1308,517,2007,1411,25.7,50.6,1.6475,2004,8,30,Monday
4144,8/30/2004 10:00,1169,13.7,1107,607,1818,1175,27.8,45.4,1.6751,2004,8,30,Monday
4145,8/30/2004 11:00,1143,11.8,1043,643,1747,1079,29.9,39.6,1.6397,2004,8,30,Monday
4146,8/30/2004 12:00,1084,10.1,980,679,1653,923,31.6,34.7,1.589,2004,8,30,Monday
4147,8/30/2004 13:00,1051,9.3,950,715,1644,748,31.5,34.4,1.5665,2004,8,30,Monday
4148,8/30/2004 14:00,1020,7.6,882,765,1553,635,31.2,35,1.5669,2004,8,30,Monday
4149,8/30/2004 15:00,1111,13.1,1088,635,1719,884,33,31.4,1.5583,2004,8,30,Monday
4150,8/30/2004 16:00,1125,12.2,1056,645,1716,929,33.8,29.2,1.5143,2004,8,30,Monday
4151,8/30/2004 17:00,1099,11.9,1048,657,1711,779,33,29.5,1.4613,2004,8,30,Monday
4152,8/30/2004 18:00,1132,14.1,1121,611,1757,906,32.3,30.2,1.4347,2004,8,30,Monday
4153,8/30/2004 19:00,1077,11.3,1025,629,1677,772,28.4,38.4,1.4616,2004,8,30,Monday
4154,8/30/2004 20:00,1076,10.3,988,648,1649,883,26.9,43.2,1.5052,2004,8,30,Monday
4155,8/30/2004 21:00,1070,10.8,1008,656,1649,963,26,43.6,1.4407,2004,8,30,Monday
4156,8/30/2004 22:00,1052,9.4,956,675,1581,987,25,47.6,1.4872,2004,8,30,Monday
4157,8/30/2004 23:00,988,7.1,862,736,1539,893,24.6,50.9,1.5508,2004,8,30,Monday
4158,8/31/2004 0:00,926,5.1,769,836,1467,801,24,55.6,1.6381,2004,8,31,Tuesday
4159,8/31/2004 1:00,925,4.7,749,826,1482,739,23.5,58.3,1.6672,2004,8,31,Tuesday
4160,8/31/2004 2:00,869,2.9,648,953,1401,644,22.7,60.8,1.6519,2004,8,31,Tuesday
4161,8/31/2004 3:00,832,2.1,593,1049,1347,558,24.1,55.5,1.6481,2004,8,31,Tuesday
4162,8/31/2004 4:00,854,2.9,645,954,1399,602,22.5,60.9,1.6424,2004,8,31,Tuesday
4163,8/31/2004 5:00,913,4.3,726,861,1487,737,22,64.5,1.6847,2004,8,31,Tuesday
4164,8/31/2004 6:00,976,6.6,840,756,1555,885,22.3,62.9,1.6754,2004,8,31,Tuesday
4165,8/31/2004 7:00,1309,21,1323,505,2098,1360,23.1,60,1.6711,2004,8,31,Tuesday
4166,8/31/2004 8:00,1333,26.2,1460,443,2231,1455,24.7,55.1,1.6872,2004,8,31,Tuesday
4167,8/31/2004 9:00,1209,16.1,1182,546,1911,1255,27.7,46.1,1.6852,2004,8,31,Tuesday
4168,8/31/2004 10:00,1180,15.3,1157,568,1874,1202,29.8,38.8,1.6029,2004,8,31,Tuesday
4169,8/31/2004 11:00,1204,16.5,1196,552,1884,1250,31.5,32.6,1.478,2004,8,31,Tuesday
4170,8/31/2004 12:00,1143,14.1,1119,610,1770,1103,31.8,30.5,1.4083,2004,8,31,Tuesday
4171,8/31/2004 13:00,1120,12.2,1058,626,1716,1049,31.4,31.8,1.441,2004,8,31,Tuesday
4172,8/31/2004 14:00,1030,8.9,935,726,1583,791,32.5,28.7,1.3796,2004,8,31,Tuesday
4173,8/31/2004 15:00,1058,11,1016,673,1625,832,33.8,25.8,1.3338,2004,8,31,Tuesday
4174,8/31/2004 16:00,1040,7.6,882,756,1560,635,34.5,28.6,1.5393,2004,8,31,Tuesday
4175,8/31/2004 17:00,1093,10.1,981,666,1676,733,32.7,33,1.5987,2004,8,31,Tuesday
4176,8/31/2004 18:00,1184,14.1,1119,594,1806,912,31.4,35.4,1.5972,2004,8,31,Tuesday
4177,8/31/2004 19:00,1180,14.1,1121,568,1816,947,27.7,43.5,1.592,2004,8,31,Tuesday
4178,8/31/2004 20:00,1079,10.3,988,633,1694,899,26.2,47.8,1.5979,2004,8,31,Tuesday
4179,8/31/2004 21:00,1095,11.5,1032,621,1730,984,25.7,48.7,1.5825,2004,8,31,Tuesday
4180,8/31/2004 22:00,1073,10.9,1009,639,1655,955,25.2,50.1,1.58,2004,8,31,Tuesday
4181,8/31/2004 23:00,1063,10.4,991,655,1672,966,24.4,53.4,1.6031,2004,8,31,Tuesday
4182,9/1/2004 0:00,1046,9.5,960,671,1637,899,23.7,55.4,1.6031,2004,9,1,Wednesday
4183,9/1/2004 1:00,953,7,858,742,1544,780,22.8,58.5,1.5992,2004,9,1,Wednesday
4184,9/1/2004 2:00,864,3.3,673,947,1412,636,22.8,58.5,1.5985,2004,9,1,Wednesday
4185,9/1/2004 3:00,829,2.6,628,994,1378,577,22.3,59.7,1.5889,2004,9,1,Wednesday
4186,9/1/2004 4:00,838,2.8,639,963,1391,596,20.8,64.9,1.571,2004,9,1,Wednesday
4187,9/1/2004 5:00,913,4.3,728,802,1418,887,19.7,66.8,1.5184,2004,9,1,Wednesday
4188,9/1/2004 6:00,1039,8.5,921,687,1556,1115,19.8,64.3,1.4678,2004,9,1,Wednesday
4189,9/1/2004 7:00,1252,20.9,1320,499,2001,1374,20.6,62.3,1.4915,2004,9,1,Wednesday
4190,9/1/2004 8:00,1410,35.2,1669,393,2555,1644,23.2,54,1.5143,2004,9,1,Wednesday
4191,9/1/2004 9:00,1217,18.7,1261,533,1941,1375,26.3,43.1,1.4542,2004,9,1,Wednesday
4192,9/1/2004 10:00,1114,12.8,1077,633,1705,1199,29.1,35.4,1.4008,2004,9,1,Wednesday
4193,9/1/2004 11:00,1026,11.2,1020,689,1603,992,30,31.6,1.3176,2004,9,1,Wednesday
4194,9/1/2004 12:00,1051,13.3,1094,646,1675,966,32.4,26.3,1.2594,2004,9,1,Wednesday
4195,9/1/2004 13:00,1027,11.3,1024,700,1588,814,31.3,29.1,1.3054,2004,9,1,Wednesday
4196,9/1/2004 14:00,996,10.4,992,722,1580,727,31.1,28.6,1.2718,2004,9,1,Wednesday
4197,9/1/2004 15:00,1028,12.3,1060,686,1601,806,33.3,24.4,1.232,2004,9,1,Wednesday
4198,9/1/2004 16:00,1030,12.3,1060,705,1588,852,35.5,21.2,1.2022,2004,9,1,Wednesday
4199,9/1/2004 17:00,1133,19.4,1280,595,1791,1093,34.6,22,1.189,2004,9,1,Wednesday
4200,9/1/2004 18:00,1180,21.5,1339,567,1868,1211,33.3,23.6,1.1842,2004,9,1,Wednesday
4201,9/1/2004 19:00,1261,25.7,1446,528,2061,1346,30,28.5,1.1896,2004,9,1,Wednesday
4202,9/1/2004 20:00,1093,14.5,1133,599,1708,1200,28,33,1.2264,2004,9,1,Wednesday
4203,9/1/2004 21:00,1068,11.4,1029,650,1612,1192,27.2,37.4,1.3279,2004,9,1,Wednesday
4204,9/1/2004 22:00,1031,9.5,958,700,1560,1074,26.6,39.9,1.3657,2004,9,1,Wednesday
4205,9/1/2004 23:00,1055,11.6,1037,635,1632,1161,25.3,41.7,1.3247,2004,9,1,Wednesday
4206,9/2/2004 0:00,1060,11.4,1029,622,1663,1210,24.3,44.7,1.3432,2004,9,2,Thursday
4207,9/2/2004 1:00,962,7.5,880,726,1484,1050,24.4,45.6,1.3779,2004,9,2,Thursday
4208,9/2/2004 2:00,874,5.3,776,846,1416,873,23.1,49.9,1.3891,2004,9,2,Thursday
4209,9/2/2004 3:00,832,3.1,661,977,1312,766,22.7,51.3,1.3977,2004,9,2,Thursday
